weather,temperature,time,location
晴,12,2023-03-19 14:17:26,HaErBin3
晴,12,2023-03-19 14:17:26,HaErBin3
晴,13,2023-03-19 14:47:24,HaErBin3
晴,13,2023-03-19 15:17:27,HaErBin3
晴,13,2023-03-19 15:17:27,HaErBin3
晴,13,2023-03-19 15:47:30,HaErBin3
晴,13,2023-03-19 16:17:35,HaErBin3
晴,13,2023-03-19 16:17:35,HaErBin3
晴,13,2023-03-19 16:47:26,HaErBin3
晴,13,2023-03-19 17:17:32,HaErBin3
晴,13,2023-03-19 17:17:32,HaErBin3
晴,12,2023-03-19 17:47:43,HaErBin3
晴,12,2023-03-19 18:17:46,HaErBin3
晴,12,2023-03-19 18:17:46,HaErBin3
晴,10,2023-03-19 18:47:25,HaErBin3
晴,10,2023-03-19 19:17:32,HaErBin3
晴,10,2023-03-19 19:17:32,HaErBin3
晴,8,2023-03-19 19:47:39,HaErBin3
晴,8,2023-03-19 20:17:27,HaErBin3
霾,8,2023-03-19 20:47:38,HaErBin3
霾,8,2023-03-19 20:47:38,HaErBin3
霾,8,2023-03-19 21:17:38,HaErBin3
晴,8,2023-03-19 21:47:27,HaErBin3
晴,8,2023-03-19 21:47:27,HaErBin3
晴,8,2023-03-19 22:17:29,HaErBin3
晴,8,2023-03-19 22:47:34,HaErBin3
晴,8,2023-03-19 22:47:34,HaErBin3
晴,8,2023-03-19 23:17:43,HaErBin3
晴,8,2023-03-19 23:47:27,HaErBin3
霾,9,2023-03-20 10:47:25,HaErBin3
霾,9,2023-03-20 11:17:33,HaErBin3
霾,11,2023-03-20 11:47:26,HaErBin3
霾,11,2023-03-20 11:47:26,HaErBin3
霾,11,2023-03-20 12:17:27,HaErBin3
霾,12,2023-03-20 12:47:26,HaErBin3
霾,12,2023-03-20 12:47:26,HaErBin3
霾,12,2023-03-20 13:17:45,HaErBin3
霾,14,2023-03-20 13:47:35,HaErBin3
霾,14,2023-03-20 13:47:35,HaErBin3
霾,14,2023-03-20 14:17:35,HaErBin3
霾,14,2023-03-20 14:47:37,HaErBin3
霾,14,2023-03-20 14:47:37,HaErBin3
霾,14,2023-03-20 15:17:40,HaErBin3
晴,15,2023-03-20 15:47:25,HaErBin3
晴,15,2023-03-20 15:47:25,HaErBin3
晴,15,2023-03-20 16:17:26,HaErBin3
晴,14,2023-03-20 16:47:27,HaErBin3
晴,14,2023-03-20 16:47:27,HaErBin3
晴,14,2023-03-20 17:17:48,HaErBin3
晴,14,2023-03-20 17:47:34,HaErBin3
晴,14,2023-03-20 17:47:34,HaErBin3
晴,14,2023-03-20 18:17:43,HaErBin3
晴,12,2023-03-20 18:47:40,HaErBin3
晴,12,2023-03-20 18:47:40,HaErBin3
晴,12,2023-03-20 19:17:28,HaErBin3
晴,11,2023-03-20 19:47:38,HaErBin3
晴,11,2023-03-20 19:47:38,HaErBin3
晴,11,2023-03-20 20:17:28,HaErBin3
霾,11,2023-03-20 20:47:44,HaErBin3
霾,11,2023-03-20 20:47:44,HaErBin3
霾,11,2023-03-20 21:17:30,HaErBin3
霾,10,2023-03-20 21:47:27,HaErBin3
霾,10,2023-03-20 21:47:27,HaErBin3
霾,10,2023-03-20 22:17:31,HaErBin3
霾,10,2023-03-20 22:47:26,HaErBin3
霾,10,2023-03-20 22:47:26,HaErBin3
霾,10,2023-03-20 23:17:39,HaErBin3
霾,9,2023-03-20 23:47:26,HaErBin3
霾,9,2023-03-20 23:47:26,HaErBin3
霾,11,2023-03-21 11:47:25,HaErBin3
霾,11,2023-03-21 12:17:36,HaErBin3
霾,11,2023-03-21 12:17:36,HaErBin3
晴,13,2023-03-21 12:47:44,HaErBin3
晴,13,2023-03-21 13:17:35,HaErBin3
晴,13,2023-03-21 13:17:35,HaErBin3
晴,14,2023-03-21 13:47:24,HaErBin3
晴,14,2023-03-21 14:17:24,HaErBin3
晴,14,2023-03-21 14:17:24,HaErBin3
多云,14,2023-03-21 14:47:30,HaErBin3
晴,15,2023-03-21 15:17:34,HaErBin3
晴,15,2023-03-21 15:17:34,HaErBin3
阴,15,2023-03-21 15:47:28,HaErBin3
晴,14,2023-03-21 16:17:25,HaErBin3
晴,14,2023-03-21 16:17:25,HaErBin3
多云,14,2023-03-21 16:47:26,HaErBin3
晴,13,2023-03-21 17:17:24,HaErBin3
晴,13,2023-03-21 17:17:24,HaErBin3
多云,13,2023-03-21 17:47:39,HaErBin3
晴,12,2023-03-21 18:17:31,HaErBin3
晴,12,2023-03-21 18:17:31,HaErBin3
多云,12,2023-03-21 18:47:26,HaErBin3
晴,7,2023-03-21 19:17:27,HaErBin3
晴,7,2023-03-21 19:17:27,HaErBin3
多云,7,2023-03-21 19:47:39,HaErBin3
霾,4,2023-03-21 20:17:39,HaErBin3
霾,4,2023-03-21 20:17:39,HaErBin3
霾,4,2023-03-21 20:47:34,HaErBin3
霾,11,2023-03-21 21:17:35,HaErBin3
霾,11,2023-03-21 21:17:35,HaErBin3
霾,11,2023-03-21 21:47:38,HaErBin3
霾,11,2023-03-21 22:17:26,HaErBin3
霾,11,2023-03-21 22:17:26,HaErBin3
霾,11,2023-03-21 22:47:25,HaErBin3
霾,10,2023-03-21 23:17:31,HaErBin3
霾,10,2023-03-21 23:17:31,HaErBin3
霾,10,2023-03-21 23:47:31,HaErBin3
霾,8,2023-03-22 12:17:26,HaErBin3
霾,8,2023-03-22 12:47:26,HaErBin3
霾,8,2023-03-22 12:47:26,HaErBin3
霾,8,2023-03-22 13:17:33,HaErBin3
霾,8,2023-03-22 13:47:39,HaErBin3
霾,8,2023-03-22 13:47:39,HaErBin3
霾,7,2023-03-22 14:17:32,HaErBin3
霾,7,2023-03-22 14:47:33,HaErBin3
霾,7,2023-03-22 14:47:33,HaErBin3
霾,7,2023-03-22 15:17:26,HaErBin3
霾,7,2023-03-22 15:47:37,HaErBin3
霾,7,2023-03-22 15:47:37,HaErBin3
霾,6,2023-03-22 16:17:26,HaErBin3
霾,6,2023-03-22 16:47:36,HaErBin3
霾,6,2023-03-22 16:47:36,HaErBin3
霾,5,2023-03-22 17:17:37,HaErBin3
霾,5,2023-03-22 17:47:38,HaErBin3
霾,5,2023-03-22 17:47:38,HaErBin3
霾,4,2023-03-22 18:17:37,HaErBin3
霾,4,2023-03-22 18:47:28,HaErBin3
霾,4,2023-03-22 18:47:28,HaErBin3
霾,4,2023-03-22 19:17:25,HaErBin3
霾,4,2023-03-22 19:47:30,HaErBin3
霾,4,2023-03-22 19:47:30,HaErBin3
霾,3,2023-03-22 20:17:26,HaErBin3
霾,3,2023-03-22 20:47:27,HaErBin3
霾,3,2023-03-22 20:47:27,HaErBin3
霾,2,2023-03-22 21:47:26,HaErBin3
晴,2,2023-03-22 22:17:33,HaErBin3
晴,2,2023-03-22 22:17:33,HaErBin3
晴,2,2023-03-22 22:47:38,HaErBin3
晴,1,2023-03-22 23:17:41,HaErBin3
晴,26,2023-03-16 16:18:48,Haikou3
晴,26,2023-03-16 16:48:35,Haikou3
晴,26,2023-03-16 16:48:35,Haikou3
晴,26,2023-03-16 17:18:54,Haikou3
晴,26,2023-03-16 17:18:54,Haikou3
晴,26,2023-03-16 17:18:54,Haikou3
晴,25,2023-03-16 17:48:46,Haikou3
晴,25,2023-03-16 17:48:46,Haikou3
晴,25,2023-03-16 17:48:46,Haikou3
晴,25,2023-03-16 18:19:26,Haikou3
晴,25,2023-03-16 18:19:26,Haikou3
晴,25,2023-03-16 18:19:26,Haikou3
晴,25,2023-03-16 18:48:35,Haikou3
晴,25,2023-03-16 18:48:35,Haikou3
晴,25,2023-03-16 18:48:35,Haikou3
晴,25,2023-03-16 19:18:51,Haikou3
晴,25,2023-03-16 19:18:51,Haikou3
晴,25,2023-03-16 19:18:51,Haikou3
晴,24,2023-03-17 10:49:53,Haikou3
晴,24,2023-03-17 10:49:53,Haikou3
晴,24,2023-03-17 11:19:35,Haikou3
晴,26,2023-03-17 11:48:43,Haikou3
晴,26,2023-03-17 11:48:43,Haikou3
晴,26,2023-03-17 12:19:10,Haikou3
晴,26,2023-03-17 12:48:45,Haikou3
晴,26,2023-03-17 12:48:45,Haikou3
晴,26,2023-03-17 13:18:54,Haikou3
晴,25,2023-03-17 13:48:51,Haikou3
晴,25,2023-03-17 14:18:39,Haikou3
晴,25,2023-03-17 14:18:39,Haikou3
晴,25,2023-03-17 14:48:33,Haikou3
晴,25,2023-03-17 14:48:33,Haikou3
晴,25,2023-03-17 15:18:53,Haikou3
晴,25,2023-03-17 15:48:59,Haikou3
晴,25,2023-03-17 15:48:59,Haikou3
晴,25,2023-03-17 16:18:53,Haikou3
晴,25,2023-03-17 16:48:53,Haikou3
晴,25,2023-03-17 17:18:37,Haikou3
晴,25,2023-03-17 17:18:37,Haikou3
晴,24,2023-03-17 17:48:43,Haikou3
晴,24,2023-03-17 17:48:43,Haikou3
晴,24,2023-03-17 18:19:06,Haikou3
晴,24,2023-03-17 18:48:40,Haikou3
晴,24,2023-03-17 18:48:40,Haikou3
晴,24,2023-03-17 19:19:14,Haikou3
晴,23,2023-03-17 19:48:41,Haikou3
晴,23,2023-03-17 19:48:41,Haikou3
晴,23,2023-03-17 20:18:40,Haikou3
晴,22,2023-03-17 20:49:04,Haikou3
晴,22,2023-03-17 20:49:04,Haikou3
晴,22,2023-03-17 21:19:05,Haikou3
晴,22,2023-03-17 21:49:03,Haikou3
晴,22,2023-03-17 21:49:03,Haikou3
晴,22,2023-03-17 22:18:54,Haikou3
晴,21,2023-03-17 22:48:54,Haikou3
晴,21,2023-03-17 22:48:54,Haikou3
晴,21,2023-03-17 23:18:47,Haikou3
晴,21,2023-03-17 23:49:04,Haikou3
晴,21,2023-03-17 23:49:04,Haikou3
晴,24,2023-03-18 10:48:36,Haikou3
晴,24,2023-03-18 10:48:36,Haikou3
晴,24,2023-03-18 11:19:14,Haikou3
晴,24,2023-03-18 11:49:02,Haikou3
小雨,23,2023-03-18 14:49:06,Haikou3
小雨,23,2023-03-18 15:18:31,Haikou3
小雨,23,2023-03-18 15:18:31,Haikou3
晴,24,2023-03-18 15:48:56,Haikou3
晴,24,2023-03-18 16:19:01,Haikou3
晴,24,2023-03-18 16:19:01,Haikou3
晴,24,2023-03-18 16:48:47,Haikou3
晴,24,2023-03-18 17:19:13,Haikou3
晴,24,2023-03-18 17:19:13,Haikou3
晴,24,2023-03-18 17:49:16,Haikou3
晴,24,2023-03-18 18:19:48,Haikou3
晴,24,2023-03-18 18:19:48,Haikou3
晴,23,2023-03-18 18:48:52,Haikou3
晴,23,2023-03-18 19:19:26,Haikou3
晴,23,2023-03-18 19:19:26,Haikou3
晴,23,2023-03-18 19:49:09,Haikou3
晴,23,2023-03-18 20:18:49,Haikou3
晴,23,2023-03-18 20:18:49,Haikou3
晴,22,2023-03-18 20:49:06,Haikou3
晴,22,2023-03-18 21:19:18,Haikou3
晴,22,2023-03-18 21:19:18,Haikou3
晴,22,2023-03-18 21:48:41,Haikou3
晴,22,2023-03-18 22:19:19,Haikou3
晴,22,2023-03-18 22:19:19,Haikou3
晴,21,2023-03-18 22:48:43,Haikou3
晴,21,2023-03-18 23:19:11,Haikou3
晴,21,2023-03-18 23:19:11,Haikou3
晴,21,2023-03-18 23:48:58,Haikou3
晴,21,2023-03-19 00:18:58,Haikou3
晴,26,2023-03-19 12:19:06,Haikou3
晴,27,2023-03-19 12:49:08,Haikou3
晴,27,2023-03-19 13:19:22,Haikou3
晴,27,2023-03-19 13:19:22,Haikou3
晴,27,2023-03-19 13:48:33,Haikou3
晴,27,2023-03-19 14:18:40,Haikou3
晴,27,2023-03-19 14:18:40,Haikou3
晴,29,2023-03-19 14:48:33,Haikou3
晴,29,2023-03-19 15:19:09,Haikou3
晴,29,2023-03-19 15:19:09,Haikou3
晴,29,2023-03-19 15:48:53,Haikou3
晴,29,2023-03-19 16:19:21,Haikou3
晴,29,2023-03-19 16:19:21,Haikou3
晴,29,2023-03-19 16:48:36,Haikou3
晴,29,2023-03-19 17:19:02,Haikou3
晴,29,2023-03-19 17:19:02,Haikou3
晴,28,2023-03-19 17:49:08,Haikou3
晴,28,2023-03-19 18:20:15,Haikou3
晴,28,2023-03-19 18:20:15,Haikou3
晴,27,2023-03-19 18:49:02,Haikou3
晴,27,2023-03-19 19:19:16,Haikou3
晴,27,2023-03-19 19:19:16,Haikou3
晴,25,2023-03-19 19:48:53,Haikou3
晴,25,2023-03-19 20:18:47,Haikou3
晴,25,2023-03-19 20:48:47,Haikou3
晴,25,2023-03-19 20:48:47,Haikou3
晴,25,2023-03-19 21:19:21,Haikou3
晴,23,2023-03-19 21:48:39,Haikou3
晴,23,2023-03-19 21:48:39,Haikou3
晴,23,2023-03-19 22:18:46,Haikou3
晴,23,2023-03-19 22:49:18,Haikou3
晴,23,2023-03-19 22:49:18,Haikou3
晴,23,2023-03-19 23:19:16,Haikou3
晴,22,2023-03-19 23:48:42,Haikou3
晴,25,2023-03-20 10:48:35,Haikou3
晴,25,2023-03-20 11:19:09,Haikou3
晴,27,2023-03-20 11:48:41,Haikou3
晴,27,2023-03-20 11:48:41,Haikou3
晴,27,2023-03-20 12:19:06,Haikou3
晴,29,2023-03-20 12:49:00,Haikou3
晴,29,2023-03-20 12:49:00,Haikou3
晴,29,2023-03-20 13:19:11,Haikou3
晴,29,2023-03-20 13:48:52,Haikou3
晴,29,2023-03-20 13:48:52,Haikou3
晴,29,2023-03-20 14:19:08,Haikou3
晴,30,2023-03-20 14:48:48,Haikou3
晴,30,2023-03-20 14:48:48,Haikou3
晴,30,2023-03-20 15:19:25,Haikou3
晴,30,2023-03-20 15:48:35,Haikou3
晴,30,2023-03-20 15:48:35,Haikou3
晴,30,2023-03-20 16:18:49,Haikou3
晴,30,2023-03-20 16:48:39,Haikou3
晴,30,2023-03-20 16:48:39,Haikou3
晴,30,2023-03-20 17:19:30,Haikou3
晴,29,2023-03-20 17:48:54,Haikou3
晴,29,2023-03-20 17:48:54,Haikou3
晴,29,2023-03-20 18:19:38,Haikou3
晴,28,2023-03-20 18:49:22,Haikou3
晴,28,2023-03-20 18:49:22,Haikou3
晴,28,2023-03-20 19:18:50,Haikou3
晴,26,2023-03-20 19:49:19,Haikou3
晴,26,2023-03-20 19:49:19,Haikou3
晴,26,2023-03-20 20:18:55,Haikou3
晴,24,2023-03-20 20:49:24,Haikou3
晴,24,2023-03-20 20:49:24,Haikou3
晴,24,2023-03-20 21:19:11,Haikou3
晴,24,2023-03-20 21:49:07,Haikou3
晴,24,2023-03-20 21:49:07,Haikou3
晴,24,2023-03-20 22:19:03,Haikou3
晴,23,2023-03-20 22:49:00,Haikou3
晴,23,2023-03-20 22:49:00,Haikou3
晴,23,2023-03-20 23:19:03,Haikou3
晴,23,2023-03-20 23:49:01,Haikou3
晴,23,2023-03-20 23:49:01,Haikou3
晴,27,2023-03-21 11:48:54,Haikou3
晴,27,2023-03-21 12:19:22,Haikou3
晴,27,2023-03-21 12:19:22,Haikou3
晴,30,2023-03-21 12:49:32,Haikou3
晴,30,2023-03-21 13:18:55,Haikou3
晴,30,2023-03-21 13:18:55,Haikou3
晴,31,2023-03-21 13:48:29,Haikou3
晴,31,2023-03-21 14:18:34,Haikou3
晴,31,2023-03-21 14:18:34,Haikou3
晴,30,2023-03-21 14:48:54,Haikou3
晴,30,2023-03-21 15:19:02,Haikou3
晴,30,2023-03-21 15:19:02,Haikou3
晴,30,2023-03-21 15:48:47,Haikou3
晴,30,2023-03-21 16:18:57,Haikou3
晴,30,2023-03-21 16:18:57,Haikou3
晴,30,2023-03-21 16:48:35,Haikou3
晴,30,2023-03-21 17:18:42,Haikou3
晴,30,2023-03-21 17:18:42,Haikou3
晴,30,2023-03-21 17:49:24,Haikou3
晴,30,2023-03-21 18:19:31,Haikou3
晴,30,2023-03-21 18:19:31,Haikou3
晴,30,2023-03-21 18:49:01,Haikou3
晴,29,2023-03-21 19:18:59,Haikou3
晴,29,2023-03-21 19:18:59,Haikou3
晴,29,2023-03-21 19:48:48,Haikou3
晴,28,2023-03-21 20:19:16,Haikou3
晴,28,2023-03-21 20:19:16,Haikou3
晴,28,2023-03-21 20:48:54,Haikou3
晴,27,2023-03-21 21:19:08,Haikou3
晴,27,2023-03-21 21:19:08,Haikou3
晴,27,2023-03-21 21:49:20,Haikou3
晴,26,2023-03-21 22:18:39,Haikou3
晴,26,2023-03-21 22:18:39,Haikou3
晴,26,2023-03-21 22:48:55,Haikou3
晴,26,2023-03-21 23:19:02,Haikou3
晴,26,2023-03-21 23:19:02,Haikou3
晴,26,2023-03-21 23:48:45,Haikou3
晴,33,2023-03-22 12:19:02,Haikou3
晴,33,2023-03-22 12:48:38,Haikou3
晴,33,2023-03-22 12:48:38,Haikou3
晴,35,2023-03-22 13:19:02,Haikou3
晴,35,2023-03-22 13:49:20,Haikou3
晴,35,2023-03-22 13:49:20,Haikou3
晴,36,2023-03-22 14:18:45,Haikou3
晴,36,2023-03-22 14:49:03,Haikou3
晴,36,2023-03-22 14:49:03,Haikou3
晴,32,2023-03-22 15:18:43,Haikou3
晴,32,2023-03-22 15:49:01,Haikou3
晴,32,2023-03-22 15:49:01,Haikou3
晴,33,2023-03-22 16:18:56,Haikou3
晴,33,2023-03-22 16:49:07,Haikou3
晴,33,2023-03-22 16:49:07,Haikou3
晴,34,2023-03-22 17:19:08,Haikou3
晴,34,2023-03-22 17:49:09,Haikou3
晴,34,2023-03-22 17:49:09,Haikou3
晴,33,2023-03-22 18:18:59,Haikou3
晴,33,2023-03-22 18:48:37,Haikou3
晴,33,2023-03-22 18:48:37,Haikou3
晴,31,2023-03-22 19:18:38,Haikou3
晴,31,2023-03-22 19:48:54,Haikou3
晴,31,2023-03-22 19:48:54,Haikou3
晴,29,2023-03-22 20:18:59,Haikou3
晴,29,2023-03-22 20:48:38,Haikou3
晴,29,2023-03-22 20:48:38,Haikou3
晴,28,2023-03-22 21:49:06,Haikou3
晴,27,2023-03-22 22:19:09,Haikou3
晴,27,2023-03-22 22:19:09,Haikou3
晴,27,2023-03-22 22:49:16,Haikou3
晴,26,2023-03-22 23:19:19,Haikou3
